"","Var1","Vogue1A.01.52","Vogue1A.01.59","Vogue1A.01.61","Vogue1A.01.62","Vogue1A.01.64","Vogue1A.01.65","Vogue1A.01.68","Vogue1A.01.69","Vogue1A.01.70","Vogue1A.01.71","Vogue1A.01.74","Vogue1A.01.75","Vogue1A.01.76","Vogue1A.01.77","Vogue1A.01.78","Vogue1A.01.81","Vogue1A.01.84","Vogue1A.01.85","Vogue1A.01.92","Vogue1A.01.101","Vogue1A.01.106"
"463","Macaca fascicularis papillomavirus type 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
"464","Hepatitis B virus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0
"465","Ateline herpesvirus 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"466","Colobus guereza papillomavirus type 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"467","Duck adenovirus 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"468","Micromonas sp. RCC1109 virus MpV1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"469","Suid herpesvirus 1 (strain Indiana-Funkhauser / Becker)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"470","Gordonia phage GTE2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"471","Lactobacillus phage A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"472","Staphylococcus phage StB20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"473","Human papillomavirus type 38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"474","Lactobacillus phage LP65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"475","Phage GMSE-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"476","Polaribacter phage P12002L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"477","Flavobacterium phage FCL-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"478","Bovine herpesvirus 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"479","Choristoneura occidentalis alphabaculovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"480","Environmental Halophage eHP-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"481","Papiine herpesvirus 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"482","Philosamia cynthia ricini nucleopolyhedrovirus virus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"483","Pseudaletia unipuncta granulovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"484","Pseudomonas phage B3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"485","Turkey adenovirus 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"486","Aeromonas phage 65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"487","Bat adenovirus TJM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"488","Bovine herpesvirus type 1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"489","Human papillomavirus type 10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"490","Human papillomavirus type 118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"491","Human papillomavirus type 28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"492","Human papillomavirus type 77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"493","Human papillomavirus type 94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"494","Simian torque teno virus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"495","uncultured Gokushovirinae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"496","Xanthomonas phage phiL7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"497","Human papillomavirus type 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"498","Invertebrate iridescent virus 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"499","Chimpanzee stool associated circular ssDNA virus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
