Viral_Species,Vogue1A.01.61,Vogue1A.01.106,Vogue1B2.01.11,Vogue1A.01.52,Vogue1A.01.59,Vogue1A.01.62,Vogue1A.01.64,Vogue1A.01.71,Vogue1A.01.75,Vogue1A.01.76,Vogue1A.01.78,Vogue1A.01.81,Vogue1A.01.84,Vogue1A.01.85,Vogue1A.01.92,Vogue1B.01.01,Vogue1B.01.04,Vogue1B.01.05,Vogue1B.01.06,Vogue1B.01.08,Vogue1B.01.09,Vogue1B.01.11,Vogue1B.01.12,Vogue1B.01.13,Vogue1B.01.15,Vogue1B.01.17,Vogue1B.01.21,Vogue1B.01.26,Vogue1B.01.27,Vogue1B.01.32,Vogue1B.01.34,Vogue1B.01.36,Vogue1B.01.37,Vogue1B.01.38,Vogue1B.01.40,Vogue1B.01.43,Vogue1B.01.51,Vogue1B.01.52,Vogue1B2.01.06,Vogue1B2.01.07,Vogue1B2.01.08,Vogue1B2.01.09,Vogue1B2.01.10,Vogue1B2.01.12,Vogue1B2.01.15,Vogue1A.01.65,Vogue1A.01.68,Vogue1A.01.69,Vogue1A.01.70,Vogue1A.01.74,Vogue1A.01.77,Vogue1A.01.101,Vogue1B.01.03,Vogue1B.01.48
Musca hytrovirus,0,0,0,0,0,0,0,1,0,119,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium phage 40AC,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium phage Estave1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium phage Gaia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium phage Goose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mycobacterium phage Hamulus,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mycobacterium phage Luchador,0,0,0,0,0,0,0,0,0,423,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium phage PhrostyMug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium phage Pukovnik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium phage Sheen,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium phage Thibault,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium phage Yoshi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycoplasma phage P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nilaparvata lugens endogenous nudivirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nile crocodilepox virus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Orf virus,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic Lake phycodnavirus 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Orgyia leucostigma NPV,3,0,0,1,0,4,1,4,1,4,1,2,5,1,2,1,0,0,2,3,0,0,14,0,0,1,1,3,2,0,1,0,3,3,1,0,3,0,1,2,0,0,1,0,0,0,4,3,0,1,2,6,5,2
Other Adenoviridae,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,1,0
Other Alphabaculovirus,2,0,1,0,0,1,0,0,0,0,0,0,3,0,0,1,0,1,4,0,0,5,1,0,0,1,0,0,3,0,1,0,1,3,2,0,0,0,0,0,2,23,765,2,0,1,0,2,0,0,0,1,0,4
Other Anelloviridae,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,1,0,0,7,0,0,28,0,0,0,0,0,2,0,0,1,0,0,5,4,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
Other Chlorovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,4,1,0,0,0,2,0,1,0,1,1,0,328,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Other Coccolithovirus,195,111,33,136,35,202,144,102,130,383,39,184,192,18,84,32,67,119,398,77,1,40,105,50,7,102,17,12,165,50,141,159,367,257,18,8,12,120,14,41,89,3,68,185,24,126,65,149,94,108,55,125,153,272
Other Cytomegalovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other dsDNA Viruses,4,3,1,0,0,1,1,1,0,102,2,2,7,2,7,14,8,3,15,0,37,21,8,1,1,3,0,16,7,1,1,9,46,9,2,11,0,0,32,0,2,0,3,1,0,2,1,3,0,1,0,0,0,3
Other Enterovirus,33,1,2,3,6,3,7,2,5,1,0,0,5,1,1586,2,197,5,5,1,3,3,6,4,0,7,4,2,4,4,6,2,1,2,3,7,0,16,24,4,0,2,0,9,8,4,2,1,1,2,1,0,4,1
Other Flaviviridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Other Gammaretrovirus,0,0,0,0,0,0,16,0,0,13,0,0,0,4,0,0,0,4,0,0,2,0,1,0,2181,1,0,1,0,5,0,6,0,0,3,1,0,0,0,0,0,0,4,2,0,0,0,1,0,12,0,1,0,0
Other Herpesviridae,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,116,0,3,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Other L5likevirus,0,0,0,0,0,0,1,0,0,364,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Lentivirus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Other Lymphocryptovirus,20,11,8,8,1,10,8,25,7,11,11,4,8,8,3,131,157496,12,16,12,12,200,12,234,17,8,18,405,19,3,11,0,16,8,3,8,6,0,4,25,4,6,13,1,7,39,11,19,5,11,19,6,12,14
Other Mastadenovirus,8,3,0,3,3,13,6,4,2,80,0,3,7,1,3,0,0,4,1,2,1,0,1,4,0,2,1,1,5,2,0,15,0,4,1,1,2,0,4,59,2,2,4,4,1,3,5,5,4,4,4,1,2,4
Other Mimiviridae,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,0,0,0,2,1,0,0,0,0,7,0,0,0,0,39,0,0,0,2,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,1
Other Myoviridae,0,1,0,0,0,1,5,0,8,104,0,133,8,0,0,528,0,0,0,0,0,21,1,0,0,0,1,1,0,0,2,22,0,0,1,2,47,0,48,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Other Phages,0,0,0,4,32,2,0,3,0,4,2,4,6,0,0,46,0,0,0,0,5,5,7,22,23,0,56,1,0,0,0,78,2,0,3,61,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Phycodnaviridae,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Other Podoviridae,213,7,1,2,1,3,0,1,4,436,547,9,3,7,3319,1,1,1,1,2,1,2,2,2,2459,1,3,1,0,1,4,1,9,3,1,6,1,4,9,1,0,10,1,1,19007,0,0,0,0,0,0,0,0,0
Other Ranavirus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Other Roseolovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Siphoviridae,15,2,1,14,1,6,4,3,77,1115,9,35,28,13,25,390,0,112,314,361,12,349,163,336,41,7,82,666,24,1963,130,10103,2964,104,356,35,5,0,1257,2,38,89,2,78,1,0,5,2,0,63,1,3,308,1
Other ssDNA Viruses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other T4likevirus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,88,0,0,0,0,0,1,3,0,0,0,4,2,0,4,39,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other T7likevirus,3,5,1,1,2,3,1,0,3,113,9,3,1,0,3,0,0,2,3,1,1,2,0,1,1,0,2,0,1,41,1,28,85,2,3,7,0,1,7,0,1,17,0,0,0,1,1,3,0,1,0,1,1,0
Other Tobamovirus,0,0,0,0,0,0,0,0,1,0,0,58,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
Other Viruses,4,1,1,2,1,3,2,2,36,793,1,1,1,94,11,13,0,9,45,133,0,34,21,40,14,1,4,8,0,263,30,2633,446,12,0,0,36,0,44,0,1,0,0,153,2,0,0,0,0,0,0,0,0,0
Ovine herpesvirus 2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
Paenibacillus phage PG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pandoravirus dulcis,3,0,2,1,0,0,1,0,0,25,0,3,7,0,0,0,0,0,1,0,36,0,1,1,0,0,0,0,3,0,1,0,2,21,1,0,3,0,0,0,0,0,100,1,0,1,1,1,1,1,1,0,1,4
Pandoravirus inopinatum,0,1,3,3,1,1,1,1,1,0,0,1,1,0,1,0,0,0,14,0,0,0,0,0,1,1,0,1,2,0,1,0,42,1,1,3,3,0,1,1,0,1,2,0,1,0,0,3,0,0,1,2,0,2
Pandoravirus salinus,11,11,24,10,1,5,18,12,8,38,1,34,20,2,8,3,4,3,12,7,1,3,8,5,18,17,7,0,18,6,10,5,10,143,16,0,1,0,1,13,15,1,23,3,1,13,9,14,3,15,6,14,15,28
Papiine herpesvirus 1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Paramecium bursaria Chlorella virus A1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,13,0,0,2,3,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Paramecium bursaria Chlorella virus AP110A,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,19,0,0,1,1,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,2,1,1,0,2
Paramecium bursaria Chlorella virus AR158,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Paramecium bursaria Chlorella virus CVB-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paramecium bursaria Chlorella virus CvsA1,0,0,0,2,0,4,0,0,0,6,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,1
Paramecium bursaria Chlorella virus NE-JV-1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Paramecium bursaria Chlorella virus NY2A,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pasteurella phage F108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pectobacterium phage My1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
Pectobacterium phage ZF40,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phaeocystis globosa virus,11,5,2,2,0,3,9,1,2,6,1,51,5,1,9,3,2,4,9,2,0,5,8,0,0,3,3,0,10,0,1,4,1,5,0,1,0,3,1,1,3,0,3,3,1,3,2,6,1,3,2,6,6,13
Phaeocystis globosa virus 12T,2,3,0,2,0,0,2,0,1,4,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,2,1,0,1,0,3,1,1,0,4,1,1
Phage 21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phage Gifsy-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phage SK137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1,0,1,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phthorimaea operculella granulovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Pigeon aviadenovirus A,3,1,2,6,2,10,10,8,4,105,0,7,6,0,8,0,0,8,40,8,0,4,2,4,0,7,1,0,5,4,13,7,3,12,2,0,0,98,0,0,2,0,1,21,1,8,3,0,8,6,5,12,3,13
Pithovirus sibericum,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0
Podovirus GOM,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polaribacter phage P12002L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,9,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Porcine mastadenovirus A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Porcine parvovirus 6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Porcine stool-associated circular virus 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prochlorococcus phage P-SSM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prochlorococcus phage Syn33,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Propionibacterium phage PHL041,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Proteus phage pPM_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Pseudaletia unipuncta granulovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Pseudocowpox virus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas phage AF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas phage B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,1,0,4,7,0,53,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pseudomonas phage D3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas phage KPP23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas phage Lu11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Pseudomonas phage PaBG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas phage Phi-S1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Pseudomonas phage phi15,3,4,0,3,1,1,2,2,2,20,0,3,0,0,21,2,0,0,4,2,0,0,6,0,1,0,1,0,0,3,2,1,10,1,0,10,0,9,8,0,1,2,0,0,1,0,0,0,0,0,1,2,0,0
Pseudomonas phage phiIBB-PF7A,0,1,0,0,0,0,0,0,10,4,0,79,0,1,2,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,0,0,0,2,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0
Pseudomonas phage PhiPA3,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas phage phiPSA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas phage PPpW-3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas phage PPpW-4,16,16,1,1,0,9,4,3,110,283,10,570,6,4,10,5,0,0,13,8,3,24,9,3,2,1,0,6,1,125,0,17,147,3,0,49,1,119,16,2,1,133,1,2,0,0,3,19,0,0,0,0,1,2
Pseudomonas phage PS5,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas phage tf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas phage vB_PaeP_Tr60_Ab31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudoplusia includens SNPV,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Psychrobacter phage pOW20-A,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rabbit hemorrhagic disease virus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Ralstonia phage RSB1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralstonia phage RSL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhizobium phage RR1-A,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhizobium phage vB_RglS_P106B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,3,0,3,5,32,0,0,10,1,0,71,0,15,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhizobium phage vB_RleM_P10VF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodococcus phage REQ2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodococcus phage REQ3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rhodococcus phage ReqiDocB7,0,0,0,0,1,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodococcus phage ReqiPoco6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,15,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodococcus phage RER2,0,0,0,0,0,0,0,0,1,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
