,hpv,var,pval,phi,cramer
953,t59,BV.ever,1,0.151619609,0.151619609
954,t59,Yeast.ever,0.266666667,0.307940881,0.307940881
955,t59,UTI.ever,0.4,0.227429413,0.227429413
956,t59,Trich.ever,1,0.072835704,0.072835704
957,t59,Condyloma.ever,1,0.1024439,0.1024439
958,t59,GenHerpes.ever,1,0.072835704,0.072835704
959,t59,Chlamydia.ever,1,0.121566135,0.121566135
960,t59,Gonorrhea.ever,1,0.111978502,0.111978502
961,t59,Syphillis.ever,1,0.08304548,0.08304548
962,t59,Presence.Symptoms.2wks,1,0.1024439,0.1024439
963,t59,Presence.Symptoms.48hrs,1,0.08304548,0.08304548
964,t59,abnormaldischarge2wk,1,0.1024439,0.1024439
965,t59,abnormaldischarge48,1,0.08304548,0.08304548
966,t59,abnormalodor2wk,1,0.08304548,0.08304548
967,t59,abnormalodor48,1,0.072835704,0.072835704
968,t59,irritationdiscomfort2wk,1,0.034482759,0.034482759
969,t59,irritationdiscomfort48,1,0.034482759,0.034482759
970,t59,vaginalsymptomother2wk,1,0.034482759,0.034482759
971,t59,Symptom.pain,1,0.05143445,0.05143445
972,t59,Contraception.H,1,0.08304548,0.08304548
973,t59,Contraception.B.M,1,0.173702083,0.173702083
974,t59,Contraception.none,1,0.08304548,0.08304548
975,t59,contramethnotactive___1,1,0.121566135,0.121566135
976,t59,condoms.48h,0.066666667,0.694808334,0.694808334
977,t59,Pregnancy.cat,0.107142857,0.555555556,0.555555556
978,t59,oralsxfrequency.cat,1,0.170346286,0.170346286
979,t59,analsxfrequency.cat,1,0.086258195,0.086258195
980,t59,sextoyfrequency.cat,0.275862069,0.306186218,0.306186218
981,t59,sexpartner1yr.cat,1,0.086258195,0.086258195
982,t59,Feminine.products,1,0.126773138,0.126773138
983,t59,Feminine.products.48hrs,1,0.049629167,0.049629167
984,t59,Tampon.Use.cat,1,0.182574186,0.182574186
985,t59,Tampon.use.1mth,1,0.141292966,0.141292966
986,t59,smoking.current,0.433333333,0.212350743,0.212350743
987,t59,druguse,1,NA,0.185695338
988,t59,substanceuse,0.266666667,0.307940881,0.307940881
989,t59,Is.the.patient.antiretroviral.naive.,1,0.049629167,0.049629167
990,t59,HIV.Clade...Result,0.233333333,NA,0.473432076
991,t59,Likely.mode.of.HIV.acquisition,0.066666667,NA,0.694808334
992,t59,HCV.Antibody...Result,1,NA,0.173702083
993,t59,HCV.PCR...Result,1,NA,0.173702083
994,t59,HBV.sAb...Result,0.533333333,NA,0.212350743
995,t59,HBV.sAg...Result,1,0.061898446,0.061898446
996,t59,HBV.cAb...Result,1,NA,0.212350743
997,t59,CST,1,NA,0.262612866
998,t59,nugent_score_result,0.166666667,NA,0.415227399
999,t59,bv_infecttotal_2mo,0.997499457,NA,NA
1000,t59,bv_infecttotal_1yr,0.477382352,NA,NA
1001,t59,bv_life,0.617686645,NA,NA
1002,t59,Med.Duration,0.415390607,NA,NA
1003,t59,Duration.of.HIV.Infection.,0.524398852,NA,NA
1004,t59,CD4.Nadir.,0.172195498,NA,NA
1005,t59,Highest.VL.Ever..,0.929605084,NA,NA
1006,t59,CD4.,0.405625101,NA,NA
1007,t59,VL..copies.mL..,0.878163083,NA,NA
1008,t59,Number.of.Different.HPV.Types,0.235132599,NA,NA
1009,t61,rxdrug,1,0.01478281,0.01478281
1010,t61,antimicrodrug,1,0.053300179,0.053300179
1011,t61,Age.cat,1,0.113066754,0.113066754
1012,t61,BMI.under.cat,1,0.21821789,0.21821789
1013,t61,BMI.over.cat,0.108645677,0.330086225,0.330086225
1014,t61,Ethnicity.cat,1,0.053300179,0.053300179
1015,t61,Ethnicity2.cat,0.449890439,NA,0.282038037
1016,t61,BV.ever,0.20981663,0.276955855,0.276955855
1017,t61,Yeast.ever,1,0.022727273,0.022727273
1018,t61,UTI.ever,0.419151962,0.184637236,0.184637236
1019,t61,Trich.ever,1,0.01478281,0.01478281
1020,t61,Condyloma.ever,1,0.023762423,0.023762423
1021,t61,GenHerpes.ever,1,0.01478281,0.01478281
1022,t61,Chlamydia.ever,1,0.065795169,0.065795169
1023,t61,Gonorrhea.ever,1,0.022727273,0.022727273
1024,t61,Syphillis.ever,0.286766873,0.269679945,0.269679945
1025,t61,Presence.Symptoms.2wks,0.63780725,0.154455748,0.154455748
1026,t61,Presence.Symptoms.48hrs,1,0.067419986,0.067419986
1027,t61,abnormaldischarge2wk,0.63780725,0.154455748,0.154455748
1028,t61,abnormaldischarge48,1,0.067419986,0.067419986
1029,t61,abnormalodor2wk,1,0.067419986,0.067419986
1030,t61,abnormalodor48,1,0.01478281,0.01478281
1031,t61,irritationdiscomfort2wk,1,0.111978502,0.111978502
1032,t61,irritationdiscomfort48,1,0.111978502,0.111978502
1033,t61,vaginalsymptomother2wk,1,0.111978502,0.111978502
1034,t61,Symptom.pain,1,0.16798421,0.16798421
1035,t61,Contraception.H,0.589350624,0.134839972,0.134839972
1036,t61,Contraception.B.M,1,0.040291148,0.040291148
1037,t61,Contraception.none,1,0.067419986,0.067419986
1038,t61,contramethnotactive___1,0.666234575,0.098692754,0.098692754
1039,t61,condoms.48h,0.468965517,0.141019019,0.141019019
1040,t61,Pregnancy.cat,1,0.066666667,0.066666667
1041,t61,oralsxfrequency.cat,1,0.064194074,0.064194074
1042,t61,analsxfrequency.cat,1,0.077472473,0.077472473
1043,t61,sextoyfrequency.cat,0.646006367,0.136904762,0.136904762
1044,t61,sexpartner1yr.cat,0.596816976,0.126773138,0.126773138
1045,t61,Feminine.products,1,0.080507649,0.080507649
1046,t61,Feminine.products.48hrs,1,0.161164593,0.161164593
1047,t61,Tampon.Use.cat,0.426986507,0.175691055,0.175691055
1048,t61,Tampon.use.1mth,0.417234972,0.166847806,0.166847806
1049,t61,smoking.current,0.406883225,0.223100326,0.223100326
1050,t61,druguse,0.756521739,NA,0.156911479
1051,t61,substanceuse,0.643056421,0.147727273,0.147727273
1052,t61,Is.the.patient.antiretroviral.naive.,1,0.161164593,0.161164593
1053,t61,HIV.Clade...Result,0.49982906,NA,0.221162934
1054,t61,Likely.mode.of.HIV.acquisition,0.602318841,NA,0.241746889
1055,t61,HCV.Antibody...Result,0.266766617,NA,0.282038037
1056,t61,HCV.PCR...Result,0.469614936,NA,0.263822427
1057,t61,HBV.sAb...Result,0.853260037,NA,0.11202656
1058,t61,HBV.sAg...Result,1,0.050251891,0.050251891
1059,t61,HBV.cAb...Result,0.75812094,NA,0.147559076
1060,t61,CST,0.672707236,NA,0.358115559
1061,t61,nugent_score_result,1,NA,0.068720813
1062,t61,bv_infecttotal_2mo,0.99539722,NA,NA
1063,t61,bv_infecttotal_1yr,0.439714547,NA,NA
1064,t61,bv_life,0.167399264,NA,NA
1065,t61,Med.Duration,0.976020941,NA,NA
1066,t61,Duration.of.HIV.Infection.,0.427892938,NA,NA
1067,t61,CD4.Nadir.,0.352310236,NA,NA
1068,t61,Highest.VL.Ever..,0.774044758,NA,NA
1069,t61,CD4.,0.728164824,NA,NA
1070,t61,VL..copies.mL..,0.154001639,NA,NA
1071,t61,Number.of.Different.HPV.Types,0.02153494,NA,NA
1072,t62,rxdrug,1,0.015456117,0.015456117
1073,t62,antimicrodrug,0.65729443,0.111455643,0.111455643
1074,t62,Age.cat,0.603312703,0.118216561,0.118216561
1075,t62,BMI.under.cat,1,0.161164593,0.161164593
1076,t62,BMI.over.cat,0.68165917,0.100092721,0.100092721
1077,t62,Ethnicity.cat,0.181314471,0.278639106,0.278639106
1078,t62,Ethnicity2.cat,0.429708223,NA,0.294883912
1079,t62,BV.ever,0.669319187,0.12869789,0.12869789
1080,t62,Yeast.ever,1,0.023762423,0.023762423
1081,t62,UTI.ever,0.669319187,0.12869789,0.12869789
1082,t62,Trich.ever,0.224521073,0.247297867,0.247297867
1083,t62,Condyloma.ever,1,0.118012422,0.118012422
1084,t62,GenHerpes.ever,1,0.015456117,0.015456117
1085,t62,Chlamydia.ever,0.15331565,0.326761601,0.326761601
1086,t62,Gonorrhea.ever,0.143385401,0.33267392,0.33267392
1087,t62,Syphillis.ever,1,0.035245369,0.035245369
1088,t62,Presence.Symptoms.2wks,1,0.068322981,0.068322981
1089,t62,Presence.Symptoms.48hrs,1,0.035245369,0.035245369
1090,t62,abnormaldischarge2wk,1,0.068322981,0.068322981
1091,t62,abnormaldischarge48,1,0.035245369,0.035245369
1092,t62,abnormalodor2wk,0.565035858,0.176226844,0.176226844
1093,t62,abnormalodor48,1,0.015456117,0.015456117
1094,t62,irritationdiscomfort2wk,1,0.1024439,0.1024439
1095,t62,irritationdiscomfort48,1,0.1024439,0.1024439
1096,t62,vaginalsymptomother2wk,1,0.1024439,0.1024439
1097,t62,Symptom.pain,1,0.153522062,0.153522062
1098,t62,Contraception.H,1,0.035245369,0.035245369
1099,t62,Contraception.B.M,1,0.042126273,0.042126273
1100,t62,Contraception.none,1,0.035245369,0.035245369
1101,t62,contramethnotactive___1,0.070999116,0.361157559,0.361157559
1102,t62,condoms.48h,1,0.147441956,0.147441956
1103,t62,Pregnancy.cat,0.551282051,0.2,0.2
1104,t62,oralsxfrequency.cat,0.00109945,0.625786219,0.625786219
1105,t62,analsxfrequency.cat,0.074742116,0.382518426,0.382518426
1106,t62,sextoyfrequency.cat,0.067566217,0.373023548,0.373023548
1107,t62,sexpartner1yr.cat,0.296492779,0.257464325,0.257464325
1108,t62,Feminine.products,0.642394188,0.144149994,0.144149994
1109,t62,Feminine.products.48hrs,1,0.147441956,0.147441956
1110,t62,Tampon.Use.cat,0.214759287,0.261353217,0.261353217
1111,t62,Tampon.use.1mth,0.068031241,0.397957578,0.397957578
1112,t62,smoking.current,0.426819923,0.164343533,0.164343533
1113,t62,druguse,0.386679929,NA,0.284157248
1114,t62,substanceuse,1,0.023762423,0.023762423
1115,t62,Is.the.patient.antiretroviral.naive.,1,0.147441956,0.147441956
1116,t62,HIV.Clade...Result,0.454554966,NA,0.304347826
1117,t62,Likely.mode.of.HIV.acquisition,0.473751842,NA,0.337010185
1118,t62,HCV.Antibody...Result,0.343118184,NA,0.314010325
1119,t62,HCV.PCR...Result,0.849808429,NA,0.133630621
1120,t62,HBV.sAb...Result,0.846590038,NA,0.193928735
1121,t62,HBV.sAg...Result,1,0.183892428,0.183892428
1122,t62,HBV.cAb...Result,1,NA,0.090364525
1123,t62,CST,0.056854799,NA,0.587129029
1124,t62,nugent_score_result,0.331289911,NA,0.287403252
1125,t62,bv_infecttotal_2mo,0.995465714,NA,NA
1126,t62,bv_infecttotal_1yr,0.98491182,NA,NA
1127,t62,bv_life,0.584159966,NA,NA
1128,t62,Med.Duration,0.79545422,NA,NA
1129,t62,Duration.of.HIV.Infection.,0.798501277,NA,NA
1130,t62,CD4.Nadir.,0.98264669,NA,NA
1131,t62,Highest.VL.Ever..,0.718042046,NA,NA
1132,t62,CD4.,0.679256581,NA,NA
1133,t62,VL..copies.mL..,0.445330232,NA,NA
1134,t62,Number.of.Different.HPV.Types,0.078817655,NA,NA
1135,t66,rxdrug,1,0.104828484,0.104828484
1136,t66,antimicrodrug,1,0.094491118,0.094491118
1137,t66,Age.cat,1,0.133630621,0.133630621
1138,t66,BMI.under.cat,1,0.104828484,0.104828484
1139,t66,BMI.over.cat,0.224137931,0.281718085,0.281718085
1140,t66,Ethnicity.cat,1,0.094491118,0.094491118
1141,t66,Ethnicity2.cat,1,NA,0.188982237
1142,t66,BV.ever,0.503448276,0.21821789,0.21821789
1143,t66,Yeast.ever,0.468965517,0.141019019,0.141019019
1144,t66,UTI.ever,1,0.054554473,0.054554473
1145,t66,Trich.ever,0.252873563,0.28827833,0.28827833
1146,t66,Condyloma.ever,0.418390805,0.168505093,0.168505093
1147,t66,GenHerpes.ever,0.252873563,0.28827833,0.28827833
1148,t66,Chlamydia.ever,0.517241379,0.116642369,0.116642369
1149,t66,Gonorrhea.ever,1,0.161164593,0.161164593
1150,t66,Syphillis.ever,1,0.119522861,0.119522861
1151,t66,Presence.Symptoms.2wks,0.418390805,0.168505093,0.168505093
1152,t66,Presence.Symptoms.48hrs,0.310344828,0.239045722,0.239045722
1153,t66,abnormaldischarge2wk,0.418390805,0.168505093,0.168505093
1154,t66,abnormaldischarge48,0.310344828,0.239045722,0.239045722
1155,t66,abnormalodor2wk,0.310344828,0.239045722,0.239045722
1156,t66,abnormalodor48,0.252873563,0.28827833,0.28827833
1157,t66,irritationdiscomfort2wk,1,0.049629167,0.049629167
1158,t66,irritationdiscomfort48,1,0.049629167,0.049629167
1159,t66,vaginalsymptomother2wk,1,0.049629167,0.049629167
1160,t66,Symptom.pain,1,0.074074074,0.074074074
1161,t66,Contraception.H,0.310344828,0.239045722,0.239045722
1162,t66,Contraception.B.M,1,0.017857143,0.017857143
1163,t66,Contraception.none,0.310344828,0.239045722,0.239045722
1164,t66,contramethnotactive___1,1,0.174963553,0.174963553
1165,t66,condoms.48h,1,0.071428571,0.071428571
1166,t66,Pregnancy.cat,1,0.096076892,0.096076892
1167,t66,oralsxfrequency.cat,0.192118227,0.301940542,0.301940542
1168,t66,analsxfrequency.cat,0.320197044,0.236029398,0.236029398
1169,t66,sextoyfrequency.cat,0.482758621,0.136487171,0.136487171
1170,t66,sexpartner1yr.cat,1,0.124225999,0.124225999
1171,t66,Feminine.products,0.532019704,0.111573114,0.111573114
1172,t66,Feminine.products.48hrs,1,0.071428571,0.071428571
1173,t66,Tampon.Use.cat,0.224137931,0.281718085,0.281718085
1174,t66,Tampon.use.1mth,0.126436782,0.351250087,0.351250087
1175,t66,smoking.current,0.491954023,0.233713176,0.233713176
1176,t66,druguse,1,NA,0.15430335
1177,t66,substanceuse,1,0.161164593,0.161164593
1178,t66,Is.the.patient.antiretroviral.naive.,1,0.071428571,0.071428571
1179,t66,HIV.Clade...Result,1,NA,0.147441956
1180,t66,Likely.mode.of.HIV.acquisition,0.517241379,NA,0.231455025
1181,t66,HCV.Antibody...Result,1,NA,0.125
1182,t66,HCV.PCR...Result,0.429885057,NA,0.226581742
1183,t66,HBV.sAb...Result,1,NA,0.089696856
1184,t66,HBV.sAg...Result,1,0.089087081,0.089087081
1185,t66,HBV.cAb...Result,1,NA,0.135946749
1186,t66,CST,0.620689655,NA,0.340692572
1187,t66,nugent_score_result,0.645977011,NA,0.285714286
1188,t66,bv_infecttotal_2mo,0.995936912,NA,NA
1189,t66,bv_infecttotal_1yr,0.898103789,NA,NA
1190,t66,bv_life,0.815499291,NA,NA
1191,t66,Med.Duration,0.869426872,NA,NA
1192,t66,Duration.of.HIV.Infection.,0.484547089,NA,NA
1193,t66,CD4.Nadir.,0.931954057,NA,NA
1194,t66,Highest.VL.Ever..,0.944316115,NA,NA
1195,t66,CD4.,0.75847106,NA,NA
1196,t66,VL..copies.mL..,0.978362154,NA,NA
1197,t66,Number.of.Different.HPV.Types,0.102632333,NA,NA
1198,t67,rxdrug,1,0.104828484,0.104828484
1199,t67,antimicrodrug,0.103448276,0.377964473,0.377964473
1200,t67,Age.cat,0.365517241,0.200445931,0.200445931
1201,t67,BMI.under.cat,1,0.071428571,0.071428571
1202,t67,BMI.over.cat,1,0.009390603,0.009390603
1203,t67,Ethnicity.cat,0.540229885,0.188982237,0.188982237
1204,t67,Ethnicity2.cat,1,NA,0.188982237
1205,t67,BV.ever,1,0.054554473,0.054554473
1206,t67,Yeast.ever,1,0.161164593,0.161164593
1207,t67,UTI.ever,1,0.054554473,0.054554473
1208,t67,Trich.ever,1,0.104828484,0.104828484
1209,t67,Condyloma.ever,0.418390805,0.168505093,0.168505093
1210,t67,GenHerpes.ever,1,0.104828484,0.104828484
1211,t67,Chlamydia.ever,1,0.174963553,0.174963553
1212,t67,Gonorrhea.ever,1,0.161164593,0.161164593
1213,t67,Syphillis.ever,1,0.119522861,0.119522861
1214,t67,Presence.Symptoms.2wks,0.418390805,0.168505093,0.168505093
1215,t67,Presence.Symptoms.48hrs,0.310344828,0.239045722,0.239045722
1216,t67,abnormaldischarge2wk,0.418390805,0.168505093,0.168505093
1217,t67,abnormaldischarge48,0.310344828,0.239045722,0.239045722
1218,t67,abnormalodor2wk,0.310344828,0.239045722,0.239045722
1219,t67,abnormalodor48,0.252873563,0.28827833,0.28827833
1220,t67,irritationdiscomfort2wk,0.066666667,0.694808334,0.694808334
1221,t67,irritationdiscomfort48,0.066666667,0.694808334,0.694808334
1222,t67,vaginalsymptomother2wk,1,0.049629167,0.049629167
1223,t67,Symptom.pain,1,0.074074074,0.074074074
1224,t67,Contraception.H,1,0.119522861,0.119522861
1225,t67,Contraception.B.M,0.485057471,0.25,0.25
1226,t67,Contraception.none,1,0.119522861,0.119522861
1227,t67,contramethnotactive___1,1,0.174963553,0.174963553
1228,t67,condoms.48h,1,0.071428571,0.071428571
1229,t67,Pregnancy.cat,1,0.066666667,0.066666667
1230,t67,oralsxfrequency.cat,1,0.028306926,0.028306926
1231,t67,analsxfrequency.cat,1,0.124225999,0.124225999
1232,t67,sextoyfrequency.cat,1,0.16798421,0.16798421
1233,t67,sexpartner1yr.cat,1,0.124225999,0.124225999
1234,t67,Feminine.products,1,0.182574186,0.182574186
1235,t67,Feminine.products.48hrs,1,0.071428571,0.071428571
1236,t67,Tampon.Use.cat,1,0.009390603,0.009390603
1237,t67,Tampon.use.1mth,1,0.073947387,0.073947387
1238,t67,smoking.current,0.491954023,0.233713176,0.233713176
1239,t67,druguse,0.689655172,NA,0.267261242
1240,t67,substanceuse,0.468965517,0.141019019,0.141019019
1241,t67,Is.the.patient.antiretroviral.naive.,1,0.071428571,0.071428571
1242,t67,HIV.Clade...Result,1,NA,0.147441956
1243,t67,Likely.mode.of.HIV.acquisition,1,NA,0.267261242
1244,t67,HCV.Antibody...Result,0.632183908,NA,0.25
1245,t67,HCV.PCR...Result,0.705747126,NA,0.25
1246,t67,HBV.sAb...Result,0.006896552,NA,0.801783726
1247,t67,HBV.sAg...Result,0.193103448,0.356348323,0.356348323
1248,t67,HBV.cAb...Result,0.671264368,NA,0.305624923
1249,t67,CST,0.314942529,NA,0.428571429
1250,t67,nugent_score_result,0.275862069,NA,0.290543602
1251,t67,bv_infecttotal_2mo,0.271760309,NA,NA
1252,t67,bv_infecttotal_1yr,0.310872021,NA,NA
1253,t67,bv_life,0.475058031,NA,NA
1254,t67,Med.Duration,0.502819221,NA,NA
1255,t67,Duration.of.HIV.Infection.,0.566258231,NA,NA
1256,t67,CD4.Nadir.,0.210090442,NA,NA
1257,t67,Highest.VL.Ever..,0.611722555,NA,NA
1258,t67,CD4.,0.108289552,NA,NA
1259,t67,VL..copies.mL..,0.077423226,NA,NA
1260,t67,Number.of.Different.HPV.Types,0.705267927,NA,NA
1261,t68,rxdrug,1,0.13074409,0.13074409
1262,t68,antimicrodrug,1,0,0
1263,t68,Age.cat,1,0.166666667,0.166666667
1264,t68,BMI.under.cat,1,0.104828484,0.104828484
1265,t68,BMI.over.cat,0.597701149,0.125015262,0.125015262
1266,t68,Ethnicity.cat,1,0,0
1267,t68,Ethnicity2.cat,1,NA,0
1268,t68,BV.ever,1,0.045360921,0.045360921
1269,t68,Yeast.ever,1,0.050251891,0.050251891
1270,t68,UTI.ever,1,0.045360921,0.045360921
1271,t68,Trich.ever,1,0.13074409,0.13074409
1272,t68,Condyloma.ever,1,0.078811041,0.078811041
1273,t68,GenHerpes.ever,0.359605911,0.196116135,0.196116135
1274,t68,Chlamydia.ever,1,0.024246432,0.024246432
1275,t68,Gonorrhea.ever,0.544827586,0.201007563,0.201007563
1276,t68,Syphillis.ever,0.433497537,0.149071198,0.149071198
1277,t68,Presence.Symptoms.2wks,1,0.078811041,0.078811041
1278,t68,Presence.Symptoms.48hrs,0.433497537,0.149071198,0.149071198
1279,t68,abnormaldischarge2wk,1,0.078811041,0.078811041
1280,t68,abnormaldischarge48,0.433497537,0.149071198,0.149071198
1281,t68,abnormalodor2wk,0.433497537,0.149071198,0.149071198
1282,t68,abnormalodor48,0.359605911,0.196116135,0.196116135
1283,t68,irritationdiscomfort2wk,1,0.061898446,0.061898446
1284,t68,irritationdiscomfort48,1,0.061898446,0.061898446
1285,t68,vaginalsymptomother2wk,1,0.061898446,0.061898446
1286,t68,Symptom.pain,1,0.092450033,0.092450033
1287,t68,Contraception.H,1,0.149071198,0.149071198
1288,t68,Contraception.B.M,0.586206897,0.133630621,0.133630621
1289,t68,Contraception.none,0.433497537,0.149071198,0.149071198
1290,t68,contramethnotactive___1,1,0.024246432,0.024246432
1291,t68,condoms.48h,1,0.089087081,0.089087081
1292,t68,Pregnancy.cat,1,0.12,0.12
1293,t68,oralsxfrequency.cat,1,0.078509287,0.078509287
1294,t68,analsxfrequency.cat,0.068418172,0.444457799,0.444457799
1295,t68,sextoyfrequency.cat,0.176245211,0.297014037,0.297014037
1296,t68,sexpartner1yr.cat,1,0.155043418,0.155043418
1297,t68,Feminine.products,0.532019704,0.227866358,0.227866358
1298,t68,Feminine.products.48hrs,1,0.089087081,0.089087081
1299,t68,Tampon.Use.cat,1,0.1015749,0.1015749
1300,t68,Tampon.use.1mth,1,0.023057149,0.023057149
1301,t68,smoking.current,0.237931034,0.291491544,0.291491544
1302,t68,druguse,0.56773399,NA,0.222222222
1303,t68,substanceuse,0.544827586,0.201007563,0.201007563
1304,t68,Is.the.patient.antiretroviral.naive.,1,0.089087081,0.089087081
1305,t68,HIV.Clade...Result,0.563793103,NA,0.214228196
1306,t68,Likely.mode.of.HIV.acquisition,0.818965517,NA,0.222222222
1307,t68,HCV.Antibody...Result,0.704433498,NA,0.245326691
1308,t68,HCV.PCR...Result,0.148768473,NA,0.398686114
1309,t68,HBV.sAb...Result,0.305172414,NA,0.356348323
1310,t68,HBV.sAg...Result,1,0.111111111,0.111111111
1311,t68,HBV.cAb...Result,1,NA,0.113036924
1312,t68,CST,0.71182266,NA,0.370899094
1313,t68,nugent_score_result,0.753448276,NA,0.223660569
1314,t68,bv_infecttotal_2mo,0.995804506,NA,NA
1315,t68,bv_infecttotal_1yr,0.582520021,NA,NA
1316,t68,bv_life,0.464927089,NA,NA
1317,t68,Med.Duration,0.304317314,NA,NA
1318,t68,Duration.of.HIV.Infection.,0.745085991,NA,NA
1319,t68,CD4.Nadir.,0.048329846,NA,NA
1320,t68,Highest.VL.Ever..,0.807759855,NA,NA
1321,t68,CD4.,0.897946977,NA,NA
1322,t68,VL..copies.mL..,0.021863135,NA,NA
1323,t68,Number.of.Different.HPV.Types,0.064534282,NA,NA
1324,t70,rxdrug,0.45447911,0.134615385,0.134615385
1325,t70,antimicrodrug,0.584017515,0.138675049,0.138675049
1326,t70,Age.cat,1,0.049029034,0.049029034
1327,t70,BMI.under.cat,0.133333333,0.681385144,0.681385144
1328,t70,BMI.over.cat,1,0.1015749,0.1015749
1329,t70,Ethnicity.cat,0.095238095,0.346687623,0.346687623
1330,t70,Ethnicity2.cat,0.285714286,NA,0.366899693
1331,t70,BV.ever,0.631527094,0.120096115,0.120096115
1332,t70,Yeast.ever,1,0.01478281,0.01478281
1333,t70,UTI.ever,1,0.080064077,0.080064077
1334,t70,Trich.ever,0.45447911,0.134615385,0.134615385
1335,t70,Condyloma.ever,0.224521073,0.247297867,0.247297867
1336,t70,GenHerpes.ever,0.074986316,0.423076923,0.423076923
1337,t70,Chlamydia.ever,0.563218391,0.171184197,0.171184197
1338,t70,Gonorrhea.ever,1,0.01478281,0.01478281
1339,t70,Syphillis.ever,0.5384054,0.087705802,0.087705802
1340,t70,Presence.Symptoms.2wks,0.224521073,0.247297867,0.247297867
1341,t70,Presence.Symptoms.48hrs,0.5384054,0.087705802,0.087705802
1342,t70,abnormaldischarge2wk,0.224521073,0.247297867,0.247297867
1343,t70,abnormaldischarge48,0.5384054,0.087705802,0.087705802
1344,t70,abnormalodor2wk,1,0.175411604,0.175411604
1345,t70,abnormalodor48,1,0.153846154,0.153846154
1346,t70,irritationdiscomfort2wk,1,0.072835704,0.072835704
1347,t70,irritationdiscomfort48,1,0.072835704,0.072835704
1348,t70,vaginalsymptomother2wk,0.133333333,0.473432076,0.473432076
1349,t70,Symptom.pain,0.261083744,0.285773803,0.285773803
1350,t70,Contraception.H,1,0.175411604,0.175411604
1351,t70,Contraception.B.M,1,0.026207121,0.026207121
1352,t70,Contraception.none,1,0.175411604,0.175411604
1353,t70,contramethnotactive___1,0.563218391,0.171184197,0.171184197
1354,t70,condoms.48h,1,0.104828484,0.104828484
1355,t70,Pregnancy.cat,1,0.12,0.12
1356,t70,oralsxfrequency.cat,1,0.041602515,0.041602515
1357,t70,analsxfrequency.cat,1,0.182574186,0.182574186
1358,t70,sextoyfrequency.cat,0.552018862,0.24688536,0.24688536
1359,t70,sexpartner1yr.cat,0.552608311,0.082158384,0.082158384
1360,t70,Feminine.products,1,0.052174919,0.052174919
1361,t70,Feminine.products.48hrs,1,0.104828484,0.104828484
1362,t70,Tampon.Use.cat,0.329501916,0.213920323,0.213920323
1363,t70,Tampon.use.1mth,0.611056377,0.108525094,0.108525094
1364,t70,smoking.current,0.612917351,0.145114187,0.145114187
1365,t70,druguse,0.156540777,NA,0.39223227
1366,t70,substanceuse,0.550446999,0.236524958,0.236524958
1367,t70,Is.the.patient.antiretroviral.naive.,1,0.104828484,0.104828484
1368,t70,HIV.Clade...Result,1,NA,0.216385634
1369,t70,Likely.mode.of.HIV.acquisition,0.003138113,NA,0.710981368
1370,t70,HCV.Antibody...Result,0.038861522,NA,0.421763696
1371,t70,HCV.PCR...Result,0.032877212,NA,0.467707173
1372,t70,HBV.sAb...Result,1,NA,0.131638995
1373,t70,HBV.sAg...Result,1,0.13074409,0.13074409
1374,t70,HBV.cAb...Result,0.812151067,NA,0.14599734
1375,t70,CST,0.667031564,NA,0.290651031
1376,t70,nugent_score_result,1,NA,0.111747539
1377,t70,bv_infecttotal_2mo,0.995701865,NA,NA
1378,t70,bv_infecttotal_1yr,0.850981369,NA,NA
1379,t70,bv_life,0.485060665,NA,NA
1380,t70,Med.Duration,0.239086664,NA,NA
1381,t70,Duration.of.HIV.Infection.,0.122276046,NA,NA
1382,t70,CD4.Nadir.,0.242128799,NA,NA
1383,t70,Highest.VL.Ever..,0.499848675,NA,NA
1384,t70,CD4.,0.501487386,NA,NA
1385,t70,VL..copies.mL..,0.681842546,NA,NA
1386,t70,Number.of.Different.HPV.Types,0.280372977,NA,NA
1387,t71,rxdrug,1,0.072835704,0.072835704
1388,t71,antimicrodrug,1,0.131306433,0.131306433
1389,t71,Age.cat,1,0.092847669,0.092847669
1390,t71,BMI.under.cat,1,NA,NA
1391,t71,BMI.over.cat,1,0.182574186,0.182574186
1392,t71,Ethnicity.cat,0.333333333,0.262612866,0.262612866
1393,t71,Ethnicity2.cat,1,NA,0.262612866
1394,t71,BV.ever,0.4,0.227429413,0.227429413
1395,t71,Yeast.ever,1,0.111978502,0.111978502
1396,t71,UTI.ever,1,0.151619609,0.151619609
1397,t71,Trich.ever,1,0.072835704,0.072835704
1398,t71,Condyloma.ever,1,0.1024439,0.1024439
1399,t71,GenHerpes.ever,1,0.072835704,0.072835704
1400,t71,Chlamydia.ever,1,0.121566135,0.121566135
1401,t71,Gonorrhea.ever,1,0.111978502,0.111978502
1402,t71,Syphillis.ever,1,0.08304548,0.08304548
1403,t71,Presence.Symptoms.2wks,1,0.1024439,0.1024439
1404,t71,Presence.Symptoms.48hrs,1,0.08304548,0.08304548
1405,t71,abnormaldischarge2wk,1,0.1024439,0.1024439
1406,t71,abnormaldischarge48,1,0.08304548,0.08304548
1407,t71,abnormalodor2wk,1,0.08304548,0.08304548
1408,t71,abnormalodor48,1,0.072835704,0.072835704
1409,t71,irritationdiscomfort2wk,1,0.034482759,0.034482759
1410,t71,irritationdiscomfort48,1,0.034482759,0.034482759
1411,t71,vaginalsymptomother2wk,1,0.034482759,0.034482759
1412,t71,Symptom.pain,1,0.05143445,0.05143445
