"","Var1","Vogue1A.01.52","Vogue1A.01.59","Vogue1A.01.61","Vogue1A.01.62","Vogue1A.01.64","Vogue1A.01.65","Vogue1A.01.68","Vogue1A.01.69","Vogue1A.01.70","Vogue1A.01.71","Vogue1A.01.74","Vogue1A.01.75","Vogue1A.01.76","Vogue1A.01.77","Vogue1A.01.78","Vogue1A.01.81","Vogue1A.01.84","Vogue1A.01.85","Vogue1A.01.92","Vogue1A.01.101","Vogue1A.01.106","Vogue1B.01.01","Vogue1B.01.03","Vogue1B.01.04","Vogue1B.01.05","Vogue1B.01.06","Vogue1B.01.08","Vogue1B.01.09","Vogue1B.01.11","Vogue1B.01.12","Vogue1B.01.13","Vogue1B.01.15","Vogue1B.01.17","Vogue1B.01.21","Vogue1B.01.26","Vogue1B.01.27","Vogue1B.01.32","Vogue1B.01.34","Vogue1B.01.36","Vogue1B.01.37","Vogue1B.01.38","Vogue1B.01.40","Vogue1B.01.43","Vogue1B.01.48","Vogue1B.01.51","Vogue1B.01.52","Vogue1B2.01.06","Vogue1B2.01.07","Vogue1B2.01.08","Vogue1B2.01.09","Vogue1B2.01.10","Vogue1B2.01.11","Vogue1B2.01.12","Vogue1B2.01.15"
"210","uncultured virus",0,0,0,1,0,0,0,0,0,0,0,33,38,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","Xestia c-nigrum granulovirus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212","Emiliania huxleyi virus 84",0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,1,2,0,11,1,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
"213","Human papillomavirus type 102",0,0,0,2,0,0,1,0,0,3,0,1,1,0,8687,1,0,0,0,1,0,0,1,0,0,0,0,36,0,0,0,0,0,2,0,1,0,0,2,0,1,0,364,1,0,0,0,0,0,0,0,0,0,0
"214","Human papillomavirus type 51",0,0,0,2,2,0,0,0,0,1,0,3,0,2583,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,47,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"215","Human herpesvirus 6B",0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"216","Streptococcus phage M102",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0
"217","Lactococcus phage CB13",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218","Vibrio phage VD1",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"219","Alphapapillomavirus 9",0,0,0,0,1,0,0,0,0,0,1,0,0,1,378,0,0,0,26,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0
"220","Bacillus phage PBC1",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1219,0,0,0,0,0,0,0,2,0,0,0
"221","Bacteriophage Lily",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222","Emiliania huxleyi virus 18",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"223","Falconid herpesvirus 1",0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","Ictalurid herpesvirus 1 (strain Auburn)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225","L5likevirus",0,0,0,0,1,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
"226","Lactobacillus phage phiJB",0,0,0,0,1,0,0,1,1,0,8,0,21,0,0,0,0,11,8,0,0,449,25,0,15,0,10,0,0,1,0,2,0,0,17,0,0,1,1,153,0,0,2,0,42,0,0,0,1,156,0,0,30,3
"227","Lactococcus phage phiL47",0,0,0,0,1,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228","Lambdina fiscellaria nucleopolyhedrovirus",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"229","Macacine herpesvirus 4",0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,2,1,1,0,1,958,0,1,0,0,10,0,9,0,2,0,5,2,0,0,0,1,1,0,66,3,0,0,0,0,0,0,0,1,0,0
"230","Phocoena spinipinnis papillomavirus (isolate Peru)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231","Pseudomonas phage Phi-S1",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"232","Retroperitoneal fibromatosis-associated herpesvirus",0,0,0,0,1,0,1,0,0,0,0,7,1,0,0,0,1,0,0,0,2,0,0,0,0,8,0,0,3,0,0,0,0,0,3,0,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233","Saimiri sciureus papillomavirus 2",0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,1,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"234","Synechococcus phage S-CBP2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235","Torque teno virus 10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"236","Weissella phage phiYS61",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237","Streptococcus phage 2972",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238","unclassified Myoviridae",0,0,0,0,5,0,0,0,0,0,0,8,104,0,0,133,8,0,0,0,1,528,0,0,0,0,0,0,21,0,0,0,0,1,1,0,0,2,7,0,0,1,0,0,47,0,0,0,0,7,0,0,0,0
"239","Torque teno midi virus",0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"240","Lactobacillus phage LfeSau",0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,2,0,0,0,0,0,43,0,3,0,0,0,73,0,0,1,0,0,0,0,0,113,0
"241","Choristoneura fumiferana DEF multiple nucleopolyhedrovirus",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242","Choristoneura fumiferana multiple nucleopolyhedrovirus",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243","Equid herpesvirus 5",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244","Human papillomavirus type 107",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
"245","Human papillomavirus type 81",0,0,0,0,0,1,0,0,3,4,1,0,1,8,22,0,1,1,3,2,0,0,0,0,1,0,1,1,41,1,2,0,0,417,751,7,0,22,117,2,2803,15,12610,519,0,0,0,0,1,0,6,0,1,1
"246","Lactobacillus phage LfeInf",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"247","Micromonas pusilla virus SP1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248","Streptococcus phage EJ-1",0,0,0,0,0,1,0,0,0,0,1,1,43,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,462,2,2,27,0,0,0,7781,1,0,0,7,0,0,0,71,0,0,0,0,0,0,0
"249","Torque teno virus 11",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
"250","Tursiops truncatus papillomavirus 6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251","unclassified Anelloviridae",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252","Yersinia phage phiR1-37",0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,1,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,25,0,0,0,0
"253","Anelloviridae",0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,86,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0
"254","Ovine herpesvirus 2",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0
"255","Alcelaphine herpesvirus 2",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"256","Corynebacterium phage P1201",0,0,0,0,0,0,1,0,2,0,0,0,3179,0,0,0,0,0,0,0,0,8,0,0,10,0,0,18,183,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,1,0,1,0,0,0
"257","Deerpox virus W-848-83",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"258","Emiliania huxleyi virus 208",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259","Enterococcus phage EFDG1",0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"260","Herpesviridae",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"261","Nile crocodilepox virus Zimbabwe/Ume/2001",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"262","Staphylococcus phage IME-SA4",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"263","Streptococcus phage MM1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"264","Synechococcus phage S-EIVl",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265","Escherichia phage P694",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266","Cronobacter phage CR9",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267","Human papillomavirus type 179",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268","Human papillomavirus type 135",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269","Cyanophage P-RSM6",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270","Cynomolgus Epstein-Barr Virus TsB-B6",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271","Cyprinid herpesvirus 2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"272","Equid herpesvirus 2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"273","Heliothis zea nudivirus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"274","Human papillomavirus type 39",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0
"275","Meles meles polyomavirus 1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276","Plutella xylostella multiple nucleopolyhedrovirus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"277","Prochlorococcus phage P-RSM4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278","Rhizobium phage RHEph01",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279","unclassified dsDNA viruses",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0
"280","Aeromonas phage vB_AsaM-56",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"281","Mesorhizobium phage vB_MloP_Lo5R7ANS",0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"282","Streptococcus phage PH15",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,2,4634,0,0,0,0,0,0,0,988,0,0,0,0,0,0,0
"283","Streptococcus phage SPQS1",0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284","Bathycoccus sp. RCC1105 virus BpV2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285","Crocidura russula cytomegalovirus 1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286","Glossina pallidipes salivary gland hypertrophy virus",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"287","Hemileuca sp. nucleopolyhedrovirus",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"288","Oenococcus phage EGM-2013",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289","Pseudomonas phage phiIBB-PF7A",0,0,0,0,0,0,0,0,1,0,0,10,4,0,0,79,0,1,2,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,0,0,0,0,2,0,0,25,0,0,0,0
"290","Streptococcus phage SM1",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
"291","Lactobacillus phage phijl1",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0
"292","Leuconostoc phage phiMH1",0,0,0,0,0,0,0,0,54,0,0,0,0,0,3,0,0,7,0,0,0,13,0,0,0,2,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"293","Acidianus two-tailed virus",0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"294","Actinomyces phage Av-1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,25,0,0,0,0,0,0,0
"295","Cellulophaga phage phi39:1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,48,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0
"296","Human papillomavirus type 114",0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,0,0,1,0,0,0,0,1572,2,0,0,0,0,0,1,4,0,0,11,0,1,1,532,28,1,2,1,139,0,0,0,0,0,0,1,0,0,0,0
"297","Human papillomavirus type 21",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298","Human papillomavirus type 55",0,0,0,0,0,0,0,0,0,1,0,0,0,1,2290,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,1667,2,0,0,1,0,1,0,16,2,0,0,0,0,1,0,0,0,0,0
"299","Klebsiella phage phiKO2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,13,5,0,24,9,14,2,0,0,5,0,32,3,120,171,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"300","Moumouvirus",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
"301","Musca domestica salivary gland hypertrophy virus",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302","Porcine parvovirus 6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"303","Streptococcus phage O1205",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304","T4likevirus",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,2,39,0,0,0,2,0,0,0,0,0,0,0
"305","Gammaherpesvirinae",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"306","Clostridium phage phiCT453A",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"307","Antheraea pernyi nucleopolyhedrovirus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"308","Emiliania huxleyi virus 88",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","Enterobacteria phage HK544",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","Euproctis pseudoconspersa nucleopolyhedrovirus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"311","Halovirus HCTV-1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312","Human herpesvirus 1",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"313","Maruca vitrata nucleopolyhedrovirus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314","Panine herpesvirus 2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315","Sclerotinia sclerotiorum endornavirus 2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
